zone	role	tier	w	h	area	aspect	facing	family	dupCount	dupOf	group	pack	name	path
RESIDENTIAL_LOW	house	M	16	17	272	1.06	S		1		ballhouse	Loose	Ball-house6a	Residential\Ball-house6a.tbx
RESIDENTIAL_LOW	house	M	16	17	272	1.06	W		1		ballhouse	Loose	Ball-house8	Residential\Ball-house8.tbx
RESIDENTIAL_LOW	house	M	16	17	272	1.06	S		1		mendoncamodernvilla	Loose	mendonca-modernvilla	Residential\mendonca-modernvilla.tbx
RESIDENTIAL_LOW	house	M	18	15	270	1.2	S	house	1		housesmall	Muldraugh	lot_house_small_165	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_165.tbx
RESIDENTIAL_LOW	house	M	16	16	256	1.0	E	house	3		housesmall	Dixie	lot_house_small_13	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_13.tbx
RESIDENTIAL_LOW	house	M	16	16	256	1.0	E	house	3	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_13.tbx	housesmall	Muldraugh	lot_house_small_13	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_13.tbx
RESIDENTIAL_LOW	house	M	16	16	256	1.0	E	house	3	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_13.tbx	housesmall	Rosewood	lot_house_small_13	Buildings Catalogue Curated\Rosewood\Residential\lot_house_small_13.tbx
RESIDENTIAL_LOW	house	M	16	16	256	1.0	W		1		ballhouse	Loose	Ball-house7	Residential\Ball-house7.tbx
RESIDENTIAL_LOW	house	M	16	16	256	1.0	W		1		ballhouse	Loose	Ball-house7a	Residential\Ball-house7a.tbx
RESIDENTIAL_LOW	house	M	16	16	256	1.0	W		1		ballhouse	Loose	Ball-house7b	Residential\Ball-house7b.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	S	house	4		housesmall	Dixie	lot_house_small_131_130v	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_131_130v.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	W	house	4		housesmall	Dixie	lot_house_small_143_132v	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_143_132v.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	W	house	2		housesmall	Dixie	lot_house_small_144_130v	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_144_130v.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	E	house	2		housesmall	Dixie	lot_house_small_150	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_150.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	W	house	3		housesmall	Dixie	lot_house_small_174_150v	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_174_150v.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	S	house	4		housesmall	Dixie	lot_house_small_186_152v	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_186_152v.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	S	house	3		housesmall	Dixie	lot_house_small_187_165v	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_187_165v.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	E	house	3		housemedium	Muldraugh	lot_house_medium_90	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_medium_90.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	S	house	1		housesmall	Muldraugh	lot_house_small_02	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_02.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	S	house	4	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_131_130v.tbx	housesmall	Muldraugh	lot_house_small_131_130v	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_131_130v.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	S	house	3		housesmall	Muldraugh	lot_house_small_132	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_132.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	E	house	2	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_150.tbx	housesmall	Muldraugh	lot_house_small_150	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_150.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	E	house	1		housesmall	Muldraugh	lot_house_small_151	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_151.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	E	house	1		housesmall	Muldraugh	lot_house_small_152	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_152.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	N	house	2		housesmall	Muldraugh	lot_house_small_155	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_155.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	N	house	5		housesmall	Muldraugh	lot_house_small_156	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_156.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	W	house	1		housesmall	Muldraugh	lot_house_small_157	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_157.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	N	house	2		housesmall	Muldraugh	lot_house_small_158	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_158.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	W	house	2		housesmall	Muldraugh	lot_house_small_159_130v	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_159_130v.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	S	house	1		housesmall	Muldraugh	lot_house_small_161	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_161.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	E	house	3	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_medium_90.tbx	housemedium	Other	lot_house_medium_90	Buildings Catalogue Curated\Other\Residential\lot_house_medium_90.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	N	house	5	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_156.tbx	housesmall	Other	lot_house_small_156	Buildings Catalogue Curated\Other\Residential\lot_house_small_156.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	S	house	3		housesmall	Riverwood	lot_house_small_130	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_130.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	E	house	3		housesmall	Riverwood	lot_house_small_139_132v	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_139_132v.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	W	house	4	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_143_132v.tbx	housesmall	Riverwood	lot_house_small_143_132v	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_143_132v.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	N	house	5	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_156.tbx	housesmall	Riverwood	lot_house_small_156	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_156.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	W	house	2	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_159_130v.tbx	housesmall	Riverwood	lot_house_small_159_130v	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_159_130v.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	E	house	2		housesmall	Riverwood	lot_house_small_160	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_160.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	W	house	3	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_174_150v.tbx	housesmall	Riverwood	lot_house_small_174_150v	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_174_150v.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	S	house	4	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_186_152v.tbx	housesmall	Riverwood	lot_house_small_186_152v	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_186_152v.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	S	house	3	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_187_165v.tbx	housesmall	Riverwood	lot_house_small_187_165v	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_187_165v.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	S	house	4	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_131_130v.tbx	housesmall	Rosewood	lot_house_small_131_130v	Buildings Catalogue Curated\Rosewood\Residential\lot_house_small_131_130v.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	N	house	5	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_156.tbx	housesmall	Rosewood	lot_house_small_156	Buildings Catalogue Curated\Rosewood\Residential\lot_house_small_156.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	E	house	2	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_160.tbx	housesmall	Rosewood	lot_house_small_160	Buildings Catalogue Curated\Rosewood\Residential\lot_house_small_160.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	S	house	4	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_186_152v.tbx	housesmall	Rosewood	lot_house_small_186_152v	Buildings Catalogue Curated\Rosewood\Residential\lot_house_small_186_152v.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	E	house	3	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_medium_90.tbx	housemedium	Valley Station	lot_house_medium_90	Buildings Catalogue Curated\Valley Station\Residential\lot_house_medium_90.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	S	house	3	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_130.tbx	housesmall	Valley Station	lot_house_small_130	Buildings Catalogue Curated\Valley Station\Residential\lot_house_small_130.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	S	house	3	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_132.tbx	housesmall	Valley Station	lot_house_small_132	Buildings Catalogue Curated\Valley Station\Residential\lot_house_small_132.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	E	house	3	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_139_132v.tbx	housesmall	Valley Station	lot_house_small_139_132v	Buildings Catalogue Curated\Valley Station\Residential\lot_house_small_139_132v.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	W	house	4	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_143_132v.tbx	housesmall	Valley Station	lot_house_small_143_132v	Buildings Catalogue Curated\Valley Station\Residential\lot_house_small_143_132v.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	N	house	2		housesmall	Valley Station	lot_house_small_145_132v	Buildings Catalogue Curated\Valley Station\Residential\lot_house_small_145_132v.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	N	house	2	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_155.tbx	housesmall	Valley Station	lot_house_small_155	Buildings Catalogue Curated\Valley Station\Residential\lot_house_small_155.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	N	house	5	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_156.tbx	housesmall	Valley Station	lot_house_small_156	Buildings Catalogue Curated\Valley Station\Residential\lot_house_small_156.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	N	house	2	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_158.tbx	housesmall	Valley Station	lot_house_small_158	Buildings Catalogue Curated\Valley Station\Residential\lot_house_small_158.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	W	house	3	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_174_150v.tbx	housesmall	Valley Station	lot_house_small_174_150v	Buildings Catalogue Curated\Valley Station\Residential\lot_house_small_174_150v.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	S	house	4	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_186_152v.tbx	housesmall	Valley Station	lot_house_small_186_152v	Buildings Catalogue Curated\Valley Station\Residential\lot_house_small_186_152v.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	S	house	3	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_187_165v.tbx	housesmall	Valley Station	lot_house_small_187_165v	Buildings Catalogue Curated\Valley Station\Residential\lot_house_small_187_165v.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	S	house	1		housesmall	Valley Station	lot_house_small_190_132v	Buildings Catalogue Curated\Valley Station\Residential\lot_house_small_190_132v.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	S	house	3	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_130.tbx	housesmall	West Point	lot_house_small_130	Buildings Catalogue Curated\West Point\Residential\lot_house_small_130.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	S	house	4	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_131_130v.tbx	housesmall	West Point	lot_house_small_131_130v	Buildings Catalogue Curated\West Point\Residential\lot_house_small_131_130v.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	S	house	3	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_132.tbx	housesmall	West Point	lot_house_small_132	Buildings Catalogue Curated\West Point\Residential\lot_house_small_132.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	S	house	1		housesmall	West Point	lot_house_small_133_132v	Buildings Catalogue Curated\West Point\Residential\lot_house_small_133_132v.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	S	house	1		housesmall	West Point	lot_house_small_135_132v	Buildings Catalogue Curated\West Point\Residential\lot_house_small_135_132v.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	E	house	3	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_139_132v.tbx	housesmall	West Point	lot_house_small_139_132v	Buildings Catalogue Curated\West Point\Residential\lot_house_small_139_132v.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	E	house	1		housesmall	West Point	lot_house_small_142_130v	Buildings Catalogue Curated\West Point\Residential\lot_house_small_142_130v.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	W	house	4	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_143_132v.tbx	housesmall	West Point	lot_house_small_143_132v	Buildings Catalogue Curated\West Point\Residential\lot_house_small_143_132v.tbx
RESIDENTIAL_LOW	house	M	18	14	252	1.29	W	house	2	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_144_130v.tbx	housesmall	West Point	lot_house_small_144_130v	Buildings Catalogue Curated\West Point\Residential\lot_house_small_144_130v.tbx
RESIDENTIAL_LOW	house	M	14	18	252	1.29	N	house	2	Buildings Catalogue Curated\Valley Station\Residential\lot_house_small_145_132v.tbx	housesmall	West Point	lot_house_small_145_132v	Buildings Catalogue Curated\West Point\Residential\lot_house_small_145_132v.tbx
RESIDENTIAL_LOW	house	M	15	16	240	1.07	E		1		house	Loose	house 3 (2)	Residential\house 3 (2).tbx
RESIDENTIAL_LOW	house	M	15	16	240	1.07	E		1		house	Loose	house 4	Residential\house 4.tbx
RESIDENTIAL_LOW	house	M	16	15	240	1.07	S		1		wintervacationhom	Loose	wintervacationhome	Residential\wintervacationhome.tbx
RESIDENTIAL_LOW	house	M	13	18	234	1.38	E		1		jinjahouse	Loose	Jinja-house-2	Residential\Jinja-house-2.tbx
RESIDENTIAL_LOW	house	M	12	19	228	1.58	N		1		smallhouse	Loose	SmallHouse003	Residential\SmallHouse003.tbx
RESIDENTIAL_LOW	house	M	12	19	228	1.58	N		1		smallhouse	Loose	SmallHouse003v2	Residential\SmallHouse003v2.tbx
RESIDENTIAL_LOW	house	M	15	15	225	1.0	E	house	2		housesmall	Dixie	lot_house_small_87	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_87.tbx
RESIDENTIAL_LOW	house	M	15	15	225	1.0	E	house	3		housesmall	Muldraugh	lot_house_small_108_87v	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_108_87v.tbx
RESIDENTIAL_LOW	house	M	15	15	225	1.0	S	house	2		housesmall	Muldraugh	lot_house_small_94_41v	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_94_41v.tbx
RESIDENTIAL_LOW	house	M	15	15	225	1.0	E	house	3	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_108_87v.tbx	housesmall	Riverwood	lot_house_small_108_87v	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_108_87v.tbx
RESIDENTIAL_LOW	house	M	15	15	225	1.0	S	house	2	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_94_41v.tbx	housesmall	Riverwood	lot_house_small_94_41v	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_94_41v.tbx
RESIDENTIAL_LOW	house	M	15	15	225	1.0	E	house	2		housesmall	Rosewood	lot_house_small_113_87v	Buildings Catalogue Curated\Rosewood\Residential\lot_house_small_113_87v.tbx
RESIDENTIAL_LOW	house	M	15	15	225	1.0	E	house	3	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_108_87v.tbx	housesmall	West Point	lot_house_small_108_87v	Buildings Catalogue Curated\West Point\Residential\lot_house_small_108_87v.tbx
RESIDENTIAL_LOW	house	M	15	15	225	1.0	E	house	2	Buildings Catalogue Curated\Rosewood\Residential\lot_house_small_113_87v.tbx	housesmall	West Point	lot_house_small_113_87v	Buildings Catalogue Curated\West Point\Residential\lot_house_small_113_87v.tbx
RESIDENTIAL_LOW	house	M	15	15	225	1.0	E	house	2	Buildings Catalogue Curated\Dixie\Residential\lot_house_small_87.tbx	housesmall	West Point	lot_house_small_87	Buildings Catalogue Curated\West Point\Residential\lot_house_small_87.tbx
RESIDENTIAL_LOW	house	M	15	15	225	1.0	S		1		coloradohighlandranch	Loose	colorado_highlandranch_1a	Residential\colorado_highlandranch_1a.tbx
RESIDENTIAL_LOW	house	M	16	14	224	1.14	E	house	2		housesuburbe	Dixie	lot_house_suburb_04_E_06	Buildings Catalogue Curated\Dixie\Residential\lot_house_suburb_04_E_06.tbx
RESIDENTIAL_LOW	house	M	16	14	224	1.14	E	house	1		housesuburbe	Dixie	lot_house_suburb_05_E_07	Buildings Catalogue Curated\Dixie\Residential\lot_house_suburb_05_E_07.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	N	house	1		housesuburbn	Dixie	lot_house_suburb_05_N_03	Buildings Catalogue Curated\Dixie\Residential\lot_house_suburb_05_N_03.tbx
RESIDENTIAL_LOW	house	M	16	14	224	1.14	E	house	1		housesuburbe	Riverwood	lot_house_suburb_04_E_01	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_E_01.tbx
RESIDENTIAL_LOW	house	M	16	14	224	1.14	E	house	1		housesuburbe	Riverwood	lot_house_suburb_04_E_04	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_E_04.tbx
RESIDENTIAL_LOW	house	M	16	14	224	1.14	E	house	2	Buildings Catalogue Curated\Dixie\Residential\lot_house_suburb_04_E_06.tbx	housesuburbe	Riverwood	lot_house_suburb_04_E_06	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_E_06.tbx
RESIDENTIAL_LOW	house	M	16	14	224	1.14	E	house	1		housesuburbe	Riverwood	lot_house_suburb_04_E_07	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_E_07.tbx
RESIDENTIAL_LOW	house	M	16	14	224	1.14	S	house	1		housesuburbe	Riverwood	lot_house_suburb_04_E_14	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_E_14.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	N	house	1		housesuburbn	Riverwood	lot_house_suburb_04_N_03	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_N_03.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	N	house	1		housesuburbn	Riverwood	lot_house_suburb_04_N_04	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_N_04.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	N	house	1		housesuburbn	Riverwood	lot_house_suburb_04_N_05	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_N_05.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	N	house	1		housesuburbn	Riverwood	lot_house_suburb_04_N_06	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_N_06.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	N	house	1		housesuburbn	Riverwood	lot_house_suburb_04_N_07	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_N_07.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	N	house	1		housesuburbn	Riverwood	lot_house_suburb_04_N_08	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_N_08.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	N	house	1		housesuburbn	Riverwood	lot_house_suburb_04_N_09	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_N_09.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	N	house	1		housesuburbn	Riverwood	lot_house_suburb_04_N_10	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_N_10.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	E	house	1		housesuburbn	Riverwood	lot_house_suburb_04_N_11	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_N_11.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	W	house	1		housesuburbn	Riverwood	lot_house_suburb_04_N_12	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_N_12.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	E	house	1		housesuburbn	Riverwood	lot_house_suburb_04_N_14	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_N_14.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	S	house	1		housesuburbs	Riverwood	lot_house_suburb_04_S_01	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_S_01.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	S	house	1		housesuburbs	Riverwood	lot_house_suburb_04_S_03	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_S_03.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	S	house	1		housesuburbs	Riverwood	lot_house_suburb_04_S_04	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_S_04.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	S	house	1		housesuburbs	Riverwood	lot_house_suburb_04_S_05	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_S_05.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	S	house	1		housesuburbs	Riverwood	lot_house_suburb_04_S_06	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_S_06.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	S	house	1		housesuburbs	Riverwood	lot_house_suburb_04_S_07	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_S_07.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	N	house	1		housesuburbs	Riverwood	lot_house_suburb_04_S_08	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_S_08.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	S	house	1		housesuburbs	Riverwood	lot_house_suburb_04_S_09	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_S_09.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	S	house	1		housesuburbs	Riverwood	lot_house_suburb_04_S_10	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_S_10.tbx
RESIDENTIAL_LOW	house	M	14	16	224	1.14	W	house	1		housesuburbs	Riverwood	lot_house_suburb_04_S_14	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_S_14.tbx
RESIDENTIAL_LOW	house	M	16	14	224	1.14	W	house	1		housesuburbw	Riverwood	lot_house_suburb_04_W_03	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_04_W_03.tbx
RESIDENTIAL_LOW	house	M	17	13	221	1.31	E	house	1		housesuburbe	Dixie	lot_house_suburb_03_E_10	Buildings Catalogue Curated\Dixie\Residential\lot_house_suburb_03_E_10.tbx
RESIDENTIAL_LOW	house	M	13	17	221	1.31	S	house	1		housesuburbs	Dixie	lot_house_suburb_03_S_08	Buildings Catalogue Curated\Dixie\Residential\lot_house_suburb_03_S_08.tbx
RESIDENTIAL_LOW	house	M	13	17	221	1.31	S	house	1		housesuburbs	Dixie	lot_house_suburb_03_S_11	Buildings Catalogue Curated\Dixie\Residential\lot_house_suburb_03_S_11.tbx
RESIDENTIAL_LOW	house	M	17	13	221	1.31	E	house	2		housesuburbe	March Ridge	lot_house_suburb_02_E_01	Buildings Catalogue Curated\March Ridge\Residential\lot_house_suburb_02_E_01.tbx
RESIDENTIAL_LOW	house	M	17	13	221	1.31	E	house	1		housesuburbe	March Ridge	lot_house_suburb_02_E_03	Buildings Catalogue Curated\March Ridge\Residential\lot_house_suburb_02_E_03.tbx
RESIDENTIAL_LOW	house	M	17	13	221	1.31	E	house	1		housesuburbe	March Ridge	lot_house_suburb_02_E_05	Buildings Catalogue Curated\March Ridge\Residential\lot_house_suburb_02_E_05.tbx
RESIDENTIAL_LOW	house	M	17	13	221	1.31	E	house	1		housesuburbe	March Ridge	lot_house_suburb_02_E_07	Buildings Catalogue Curated\March Ridge\Residential\lot_house_suburb_02_E_07.tbx
RESIDENTIAL_LOW	house	M	17	13	221	1.31	E	house	1		housesuburbe	March Ridge	lot_house_suburb_02_E_13	Buildings Catalogue Curated\March Ridge\Residential\lot_house_suburb_02_E_13.tbx
RESIDENTIAL_LOW	house	M	17	13	221	1.31	N	house	1		housesuburbe	March Ridge	lot_house_suburb_02_E_15	Buildings Catalogue Curated\March Ridge\Residential\lot_house_suburb_02_E_15.tbx
RESIDENTIAL_LOW	house	M	13	17	221	1.31	N	house	1		housesuburbn	March Ridge	lot_house_suburb_02_N_01	Buildings Catalogue Curated\March Ridge\Residential\lot_house_suburb_02_N_01.tbx
RESIDENTIAL_LOW	house	M	13	17	221	1.31	N	house	1		housesuburbn	March Ridge	lot_house_suburb_02_N_02	Buildings Catalogue Curated\March Ridge\Residential\lot_house_suburb_02_N_02.tbx
RESIDENTIAL_LOW	house	M	13	17	221	1.31	N	house	1		housesuburbn	March Ridge	lot_house_suburb_02_N_04	Buildings Catalogue Curated\March Ridge\Residential\lot_house_suburb_02_N_04.tbx
RESIDENTIAL_LOW	house	M	13	17	221	1.31	N	house	1		housesuburbn	March Ridge	lot_house_suburb_02_N_07	Buildings Catalogue Curated\March Ridge\Residential\lot_house_suburb_02_N_07.tbx
RESIDENTIAL_LOW	house	M	13	17	221	1.31	N	house	1		housesuburbn	March Ridge	lot_house_suburb_02_N_09	Buildings Catalogue Curated\March Ridge\Residential\lot_house_suburb_02_N_09.tbx
RESIDENTIAL_LOW	house	M	13	17	221	1.31	N	house	1		housesuburbn	March Ridge	lot_house_suburb_02_N_10	Buildings Catalogue Curated\March Ridge\Residential\lot_house_suburb_02_N_10.tbx
RESIDENTIAL_LOW	house	M	13	17	221	1.31	N	house	1		housesuburbn	March Ridge	lot_house_suburb_02_N_11	Buildings Catalogue Curated\March Ridge\Residential\lot_house_suburb_02_N_11.tbx
RESIDENTIAL_LOW	house	M	13	17	221	1.31	N	house	1		housesuburbn	March Ridge	lot_house_suburb_02_N_14	Buildings Catalogue Curated\March Ridge\Residential\lot_house_suburb_02_N_14.tbx
RESIDENTIAL_LOW	house	M	13	17	221	1.31	W	house	1		housesuburbn	March Ridge	lot_house_suburb_02_N_15	Buildings Catalogue Curated\March Ridge\Residential\lot_house_suburb_02_N_15.tbx
